id,scheduled,start_time_tbd,status,competitors,resumed,sport_event_type,estimated,tournament_round.type,tournament_round.number,tournament_round.name,tournament_round.group_long_name,season.id,season.name,season.start_date,season.end_date,season.year,season.tournament_id,tournament.id,tournament.name,tournament.parent_id,tournament.sport.id,tournament.sport.name,tournament.category.id,tournament.category.name,tournament.type,tournament.gender,venue.id,venue.name,venue.city_name,venue.country_name,venue.country_code,tournament_round.cup_round_match_number,tournament_round.cup_round_matches,tournament.category.level,venue.capacity,player1,player2,player1_id,player1_name,player1_nationality,player1_country_code,player1_abbreviation,player1_seed,player1_bracket_number,player1_qualifier,player1_players,player2_id,player2_name,player2_nationality,player2_country_code,player2_abbreviation,player2_seed,player2_bracket_number,player2_qualifier,player2_players,player1_virtual,player2_virtual
sr:match:43363557,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:98557', 'name': 'Viviani, Maria Vittoria', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'VIV', 'seed': 6, 'bracket_number': 17, 'qualifier': 'home'}, {'id': 'sr:competitor:373350', 'name': 'Frayman, Daria', 'nationality': 'Chypre', 'country_code': 'CYP', 'abbreviation': 'FRA', 'bracket_number': 18, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Monastir, Singles Main, W-ITF-TUN-37A",sr:season:109557,"ITF Tunisia 37A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:21836,sr:tournament:21836,"ITF Tunisia 37A, Women Singles",sr:tournament:21834,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:33930,Court 2,Monastir,Tunisie,TUN,1.0,1.0,,,"{'id': 'sr:competitor:98557', 'name': 'Viviani, Maria Vittoria', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'VIV', 'seed': 6, 'bracket_number': 17, 'qualifier': 'home'}","{'id': 'sr:competitor:373350', 'name': 'Frayman, Daria', 'nationality': 'Chypre', 'country_code': 'CYP', 'abbreviation': 'FRA', 'bracket_number': 18, 'qualifier': 'away'}",sr:competitor:98557,"Viviani, Maria Vittoria",Italie,ITA,VIV,6.0,17.0,home,,sr:competitor:373350,"Frayman, Daria",Chypre,CYP,FRA,,18.0,away,,,
sr:match:43366251,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:910863', 'name': 'Goina, Patricia Georgiana', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'GOI', 'bracket_number': 13, 'qualifier': 'home'}, {'id': 'sr:competitor:910857', 'name': 'Oana, Anamaria Federica', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'OAN', 'bracket_number': 14, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Brasov, Singles Main, W-ITF-ROU-03A",sr:season:109569,"ITF Romania 03A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:23149,sr:tournament:23149,"ITF Romania 03A, Women Singles",sr:tournament:23147,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:46166,Center Court,Brasov,Roumanie,ROU,1.0,1.0,,,"{'id': 'sr:competitor:910863', 'name': 'Goina, Patricia Georgiana', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'GOI', 'bracket_number': 13, 'qualifier': 'home'}","{'id': 'sr:competitor:910857', 'name': 'Oana, Anamaria Federica', 'nationality': 'Roumanie', 'country_code': 'ROU', 'abbreviation': 'OAN', 'bracket_number': 14, 'qualifier': 'away'}",sr:competitor:910863,"Goina, Patricia Georgiana",Roumanie,ROU,GOI,,13.0,home,,sr:competitor:910857,"Oana, Anamaria Federica",Roumanie,ROU,OAN,,14.0,away,,,
sr:match:43366255,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:788722', 'name': 'Fornasieri, Chiara', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'FOR', 'bracket_number': 19, 'qualifier': 'home'}, {'id': 'sr:competitor:247537', 'name': 'Stevic, Helena', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'STE', 'bracket_number': 20, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Brasov, Singles Main, W-ITF-ROU-03A",sr:season:109569,"ITF Romania 03A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:23149,sr:tournament:23149,"ITF Romania 03A, Women Singles",sr:tournament:23147,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:14822,Court 3,Brasov,Roumanie,ROU,1.0,1.0,,,"{'id': 'sr:competitor:788722', 'name': 'Fornasieri, Chiara', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'FOR', 'bracket_number': 19, 'qualifier': 'home'}","{'id': 'sr:competitor:247537', 'name': 'Stevic, Helena', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'STE', 'bracket_number': 20, 'qualifier': 'away'}",sr:competitor:788722,"Fornasieri, Chiara",Italie,ITA,FOR,,19.0,home,,sr:competitor:247537,"Stevic, Helena",France,FRA,STE,,20.0,away,,,
sr:match:43366257,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:948025', 'name': 'Nyangon, Beverley', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'NYA', 'bracket_number': 23, 'qualifier': 'home'}, {'id': 'sr:competitor:44098', 'name': 'Stamatova, Julia', 'nationality': 'Bulgarie', 'country_code': 'BGR', 'abbreviation': 'STA', 'seed': 3, 'bracket_number': 24, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Brasov, Singles Main, W-ITF-ROU-03A",sr:season:109569,"ITF Romania 03A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:23149,sr:tournament:23149,"ITF Romania 03A, Women Singles",sr:tournament:23147,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:46174,Court 4,Brasov,Roumanie,ROU,1.0,1.0,,,"{'id': 'sr:competitor:948025', 'name': 'Nyangon, Beverley', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'NYA', 'bracket_number': 23, 'qualifier': 'home'}","{'id': 'sr:competitor:44098', 'name': 'Stamatova, Julia', 'nationality': 'Bulgarie', 'country_code': 'BGR', 'abbreviation': 'STA', 'seed': 3, 'bracket_number': 24, 'qualifier': 'away'}",sr:competitor:948025,"Nyangon, Beverley",France,FRA,NYA,,23.0,home,,sr:competitor:44098,"Stamatova, Julia",Bulgarie,BGR,STA,3.0,24.0,away,,,
sr:match:43370097,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:620998', 'name': 'Pecci, Alessandro', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PEC', 'bracket_number': 10, 'qualifier': 'home'}, {'id': 'sr:competitor:534941', 'name': 'Bagnolini, Daniel', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'BAG', 'bracket_number': 11, 'qualifier': 'away'}]",,singles,True,cup,,round_of_16,"Forli, Singles Main, M-ITF-ITA-24B",sr:season:109481,"ITF Italy F24B, Men Singles 2023",2023-08-27,2023-09-02,2023,sr:tournament:40767,sr:tournament:40767,"ITF Italy F24B, Men Singles",sr:tournament:40765,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:73519,Court 2,Forli,Italie,ITA,1.0,1.0,,,"{'id': 'sr:competitor:620998', 'name': 'Pecci, Alessandro', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PEC', 'bracket_number': 10, 'qualifier': 'home'}","{'id': 'sr:competitor:534941', 'name': 'Bagnolini, Daniel', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'BAG', 'bracket_number': 11, 'qualifier': 'away'}",sr:competitor:620998,"Pecci, Alessandro",Italie,ITA,PEC,,10.0,home,,sr:competitor:534941,"Bagnolini, Daniel",Italie,ITA,BAG,,11.0,away,,,
sr:match:43370267,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:179258', 'name': 'Wojcik, Yann', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'WOJ', 'bracket_number': 29, 'qualifier': 'home'}, {'id': 'sr:competitor:441538', 'name': 'Filar, Karol', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'FIL', 'bracket_number': 30, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Szczawno, Singles Main, M-ITF-POL-05A",sr:season:109467,"ITF Poland F5, Men Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:15584,sr:tournament:15584,"ITF Poland F5, Men Singles",sr:tournament:19190,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:73533,Court 3,Szczawno,Pologne,POL,1.0,1.0,,,"{'id': 'sr:competitor:179258', 'name': 'Wojcik, Yann', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'WOJ', 'bracket_number': 29, 'qualifier': 'home'}","{'id': 'sr:competitor:441538', 'name': 'Filar, Karol', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'FIL', 'bracket_number': 30, 'qualifier': 'away'}",sr:competitor:179258,"Wojcik, Yann",Pologne,POL,WOJ,,29.0,home,,sr:competitor:441538,"Filar, Karol",Pologne,POL,FIL,,30.0,away,,,
sr:match:43371125,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:856559', 'name': 'Bruna, N / Falabella, L', 'seed': 3, 'bracket_number': 5, 'abbreviation': 'B/F', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:186264', 'name': 'Bruna, Nicolas', 'nationality': 'Chili', 'country_code': 'CHL', 'abbreviation': 'BRU'}, {'id': 'sr:competitor:260947', 'name': 'Falabella, Lautaro Agustin', 'nationality': 'Argentine', 'country_code': 'ARG', 'abbreviation': 'FAL'}]}, {'id': 'sr:competitor:1037057', 'name': 'Bacaloni, A / Lorusso, L', 'bracket_number': 7, 'abbreviation': 'B/L', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:244783', 'name': 'Lorusso, Lorenzo', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'LOR'}, {'id': 'sr:competitor:878635', 'name': 'Bacaloni, Andrea', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'BAC'}]}]",,doubles,False,cup,,quarterfinal,"Forli, Doubles Main, M-ITF-ITA-24B",sr:season:109479,"ITF Italy F24B, Men Doubles 2023",2023-08-29,2023-09-01,2023,sr:tournament:40769,sr:tournament:40769,"ITF Italy F24B, Men Doubles",sr:tournament:40765,sr:sport:5,Tennis,sr:category:785,ITF Hommes,doubles,men,sr:venue:73525,Court 0,Forli,Italie,ITA,1.0,1.0,,,"{'id': 'sr:competitor:856559', 'name': 'Bruna, N / Falabella, L', 'seed': 3, 'bracket_number': 5, 'abbreviation': 'B/F', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:186264', 'name': 'Bruna, Nicolas', 'nationality': 'Chili', 'country_code': 'CHL', 'abbreviation': 'BRU'}, {'id': 'sr:competitor:260947', 'name': 'Falabella, Lautaro Agustin', 'nationality': 'Argentine', 'country_code': 'ARG', 'abbreviation': 'FAL'}]}","{'id': 'sr:competitor:1037057', 'name': 'Bacaloni, A / Lorusso, L', 'bracket_number': 7, 'abbreviation': 'B/L', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:244783', 'name': 'Lorusso, Lorenzo', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'LOR'}, {'id': 'sr:competitor:878635', 'name': 'Bacaloni, Andrea', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'BAC'}]}",sr:competitor:856559,"Bruna, N / Falabella, L",,,B/F,3.0,5.0,home,"[{'id': 'sr:competitor:186264', 'name': 'Bruna, Nicolas', 'nationality': 'Chili', 'country_code': 'CHL', 'abbreviation': 'BRU'}, {'id': 'sr:competitor:260947', 'name': 'Falabella, Lautaro Agustin', 'nationality': 'Argentine', 'country_code': 'ARG', 'abbreviation': 'FAL'}]",sr:competitor:1037057,"Bacaloni, A / Lorusso, L",,,B/L,,7.0,away,"[{'id': 'sr:competitor:244783', 'name': 'Lorusso, Lorenzo', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'LOR'}, {'id': 'sr:competitor:878635', 'name': 'Bacaloni, Andrea', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'BAC'}]",,
sr:match:43371133,2023-08-30T08:30:00+00:00,False,not_started,"[{'id': 'sr:competitor:423131', 'name': 'Picchione, Andrea', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PIC', 'seed': 5, 'bracket_number': 25, 'qualifier': 'home'}, {'id': 'sr:competitor:889327', 'name': 'Papagno, Stefano', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PAP', 'bracket_number': 27, 'qualifier': 'away'}]",,singles,True,cup,,round_of_16,"Forli, Singles Main, M-ITF-ITA-24B",sr:season:109481,"ITF Italy F24B, Men Singles 2023",2023-08-27,2023-09-02,2023,sr:tournament:40767,sr:tournament:40767,"ITF Italy F24B, Men Singles",sr:tournament:40765,sr:sport:5,Tennis,sr:category:785,ITF Hommes,singles,men,sr:venue:73521,CENTER,Forli,Italie,ITA,1.0,1.0,,,"{'id': 'sr:competitor:423131', 'name': 'Picchione, Andrea', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PIC', 'seed': 5, 'bracket_number': 25, 'qualifier': 'home'}","{'id': 'sr:competitor:889327', 'name': 'Papagno, Stefano', 'nationality': 'Italie', 'country_code': 'ITA', 'abbreviation': 'PAP', 'bracket_number': 27, 'qualifier': 'away'}",sr:competitor:423131,"Picchione, Andrea",Italie,ITA,PIC,5.0,25.0,home,,sr:competitor:889327,"Papagno, Stefano",Italie,ITA,PAP,,27.0,away,,,
sr:match:43340357,2023-08-30T09:00:00+00:00,False,not_started,"[{'id': 'sr:competitor:833330', 'name': 'Grechkina, Anastasia', 'nationality': 'Neutral', 'abbreviation': 'GRE', 'bracket_number': 5, 'qualifier': 'home'}, {'id': 'sr:competitor:185638', 'name': 'Isaeva, Anhzelika', 'nationality': 'Neutral', 'abbreviation': 'ISA', 'bracket_number': 6, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Baku, Singles Main, W-ITF-AZE-02A",sr:season:109561,"ITF Azerbaijan 02A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:40781,sr:tournament:40781,"ITF Azerbaijan 02A, Women Singles",sr:tournament:40779,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:2438,COURT 3,Bakou,Azerbaïdjan,AZE,1.0,1.0,,,"{'id': 'sr:competitor:833330', 'name': 'Grechkina, Anastasia', 'nationality': 'Neutral', 'abbreviation': 'GRE', 'bracket_number': 5, 'qualifier': 'home'}","{'id': 'sr:competitor:185638', 'name': 'Isaeva, Anhzelika', 'nationality': 'Neutral', 'abbreviation': 'ISA', 'bracket_number': 6, 'qualifier': 'away'}",sr:competitor:833330,"Grechkina, Anastasia",Neutral,,GRE,,5.0,home,,sr:competitor:185638,"Isaeva, Anhzelika",Neutral,,ISA,,6.0,away,,,
sr:match:43340365,2023-08-30T09:00:00+00:00,False,not_started,"[{'id': 'sr:competitor:408073', 'name': 'Daley, Danielle', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'DAL', 'seed': 5, 'bracket_number': 17, 'qualifier': 'home'}, {'id': 'sr:competitor:858083', 'name': 'Khvatova, Alina', 'nationality': 'Neutral', 'abbreviation': 'KHV', 'bracket_number': 18, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Baku, Singles Main, W-ITF-AZE-02A",sr:season:109561,"ITF Azerbaijan 02A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:40781,sr:tournament:40781,"ITF Azerbaijan 02A, Women Singles",sr:tournament:40779,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:73379,Court 2,Bakou,Azerbaïdjan,AZE,1.0,1.0,,,"{'id': 'sr:competitor:408073', 'name': 'Daley, Danielle', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'DAL', 'seed': 5, 'bracket_number': 17, 'qualifier': 'home'}","{'id': 'sr:competitor:858083', 'name': 'Khvatova, Alina', 'nationality': 'Neutral', 'abbreviation': 'KHV', 'bracket_number': 18, 'qualifier': 'away'}",sr:competitor:408073,"Daley, Danielle",Royaume-Uni,GBR,DAL,5.0,17.0,home,,sr:competitor:858083,"Khvatova, Alina",Neutral,,KHV,,18.0,away,,,
sr:match:43340367,2023-08-30T09:00:00+00:00,False,not_started,"[{'id': 'sr:competitor:365406', 'name': 'Solomatina, Arina', 'nationality': 'Kirghizistan', 'country_code': 'KGZ', 'abbreviation': 'SOL', 'bracket_number': 19, 'qualifier': 'home'}, {'id': 'sr:competitor:250245', 'name': 'Maslenkova, Milana', 'nationality': 'Ouzbékistan', 'country_code': 'UZB', 'abbreviation': 'MAS', 'bracket_number': 20, 'qualifier': 'away'}]",,singles,True,cup,,round_of_32,"Baku, Singles Main, W-ITF-AZE-02A",sr:season:109561,"ITF Azerbaijan 02A, Women Singles 2023",2023-08-27,2023-09-03,2023,sr:tournament:40781,sr:tournament:40781,"ITF Azerbaijan 02A, Women Singles",sr:tournament:40779,sr:sport:5,Tennis,sr:category:213,ITF Femmes,singles,women,sr:venue:73381,Court 1,Bakou,Azerbaïdjan,AZE,1.0,1.0,,,"{'id': 'sr:competitor:365406', 'name': 'Solomatina, Arina', 'nationality': 'Kirghizistan', 'country_code': 'KGZ', 'abbreviation': 'SOL', 'bracket_number': 19, 'qualifier': 'home'}","{'id': 'sr:competitor:250245', 'name': 'Maslenkova, Milana', 'nationality': 'Ouzbékistan', 'country_code': 'UZB', 'abbreviation': 'MAS', 'bracket_number': 20, 'qualifier': 'away'}",sr:competitor:365406,"Solomatina, Arina",Kirghizistan,KGZ,SOL,,19.0,home,,sr:competitor:250245,"Maslenkova, Milana",Ouzbékistan,UZB,MAS,,20.0,away,,,
sr:match:43371141,2023-08-30T09:00:00+00:00,True,not_started,"[{'id': 'sr:competitor:1050905', 'name': 'Rassil, R / Thomas Iglesias, L', 'bracket_number': 6, 'abbreviation': 'R/T', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:822172', 'name': 'Thomas Iglesias, Lena', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'THO'}, {'id': 'sr:competitor:833436', 'name': 'Rassil, Ranim', 'nationality': 'Tunisie', 'country_code': 'TUN', 'abbreviation': 'RAS'}]}, {'id': 'sr:competitor:1050913', 'name': 'Hrda, L / Wagner, Y', 'bracket_number': 7, 'abbreviation': 'H/W', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:162612', 'name': 'Hrda, Luisa', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'HRD'}, {'id': 'sr:competitor:265761', 'name': 'Wagner, Yasmine', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'WAG'}]}]",,doubles,False,cup,,quarterfinal,"Monastir, Doubles Main, W-ITF-TUN-37A",sr:season:109555,"ITF Tunisia 37A, Women Doubles 2023",2023-08-29,2023-09-02,2023,sr:tournament:21838,sr:tournament:21838,"ITF Tunisia 37A, Women Doubles",sr:tournament:21834,sr:sport:5,Tennis,sr:category:213,ITF Femmes,doubles,women,,,,,,1.0,1.0,,,"{'id': 'sr:competitor:1050905', 'name': 'Rassil, R / Thomas Iglesias, L', 'bracket_number': 6, 'abbreviation': 'R/T', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:822172', 'name': 'Thomas Iglesias, Lena', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'THO'}, {'id': 'sr:competitor:833436', 'name': 'Rassil, Ranim', 'nationality': 'Tunisie', 'country_code': 'TUN', 'abbreviation': 'RAS'}]}","{'id': 'sr:competitor:1050913', 'name': 'Hrda, L / Wagner, Y', 'bracket_number': 7, 'abbreviation': 'H/W', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:162612', 'name': 'Hrda, Luisa', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'HRD'}, {'id': 'sr:competitor:265761', 'name': 'Wagner, Yasmine', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'WAG'}]}",sr:competitor:1050905,"Rassil, R / Thomas Iglesias, L",,,R/T,,6.0,home,"[{'id': 'sr:competitor:822172', 'name': 'Thomas Iglesias, Lena', 'nationality': 'France', 'country_code': 'FRA', 'abbreviation': 'THO'}, {'id': 'sr:competitor:833436', 'name': 'Rassil, Ranim', 'nationality': 'Tunisie', 'country_code': 'TUN', 'abbreviation': 'RAS'}]",sr:competitor:1050913,"Hrda, L / Wagner, Y",,,H/W,,7.0,away,"[{'id': 'sr:competitor:162612', 'name': 'Hrda, Luisa', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'HRD'}, {'id': 'sr:competitor:265761', 'name': 'Wagner, Yasmine', 'nationality': 'Allemagne', 'country_code': 'DEU', 'abbreviation': 'WAG'}]",,
sr:match:43371153,2023-08-30T09:00:00+00:00,True,not_started,"[{'id': 'sr:competitor:1050723', 'name': 'Pawelski, M / Poljak, D', 'bracket_number': 14, 'abbreviation': 'P/P', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:60614', 'name': 'Poljak, David', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'POL'}, {'id': 'sr:competitor:730033', 'name': 'Pawelski, Martyn', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'PAW'}]}, {'id': 'sr:competitor:1050725', 'name': 'Ingildsen, J / Wendelken, H', 'seed': 2, 'bracket_number': 16, 'abbreviation': 'I/W', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:111607', 'name': 'Ingildsen, Johannes', 'nationality': 'Danemark', 'country_code': 'DNK', 'abbreviation': 'ING'}, {'id': 'sr:competitor:381022', 'name': 'Wendelken, Harry', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'WEN'}]}]",,doubles,False,cup,,quarterfinal,"Idanha-a-Nova, Doubles Main, M-ITF-POR-10A",sr:season:109433,"ITF Portugal F10, Men Doubles 2023",2023-08-29,2023-09-02,2023,sr:tournament:15688,sr:tournament:15688,"ITF Portugal F10, Men Doubles",sr:tournament:19092,sr:sport:5,Tennis,sr:category:785,ITF Hommes,doubles,men,,,,,,1.0,1.0,,,"{'id': 'sr:competitor:1050723', 'name': 'Pawelski, M / Poljak, D', 'bracket_number': 14, 'abbreviation': 'P/P', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:60614', 'name': 'Poljak, David', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'POL'}, {'id': 'sr:competitor:730033', 'name': 'Pawelski, Martyn', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'PAW'}]}","{'id': 'sr:competitor:1050725', 'name': 'Ingildsen, J / Wendelken, H', 'seed': 2, 'bracket_number': 16, 'abbreviation': 'I/W', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:111607', 'name': 'Ingildsen, Johannes', 'nationality': 'Danemark', 'country_code': 'DNK', 'abbreviation': 'ING'}, {'id': 'sr:competitor:381022', 'name': 'Wendelken, Harry', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'WEN'}]}",sr:competitor:1050723,"Pawelski, M / Poljak, D",,,P/P,,14.0,home,"[{'id': 'sr:competitor:60614', 'name': 'Poljak, David', 'nationality': 'République Tchèque', 'country_code': 'CZE', 'abbreviation': 'POL'}, {'id': 'sr:competitor:730033', 'name': 'Pawelski, Martyn', 'nationality': 'Pologne', 'country_code': 'POL', 'abbreviation': 'PAW'}]",sr:competitor:1050725,"Ingildsen, J / Wendelken, H",,,I/W,2.0,16.0,away,"[{'id': 'sr:competitor:111607', 'name': 'Ingildsen, Johannes', 'nationality': 'Danemark', 'country_code': 'DNK', 'abbreviation': 'ING'}, {'id': 'sr:competitor:381022', 'name': 'Wendelken, Harry', 'nationality': 'Royaume-Uni', 'country_code': 'GBR', 'abbreviation': 'WEN'}]",,
sr:match:43371319,2023-08-30T09:00:00+00:00,True,not_started,"[{'id': 'sr:competitor:1050901', 'name': 'Gupta, A / Lanca, S', 'bracket_number': 10, 'abbreviation': 'G/L', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:234158', 'name': 'Lanca, Sara', 'nationality': 'Portugal', 'country_code': 'PRT', 'abbreviation': 'LAN'}, {'id': 'sr:competitor:896185', 'name': 'Gupta, Aaddi', 'nationality': 'Inde', 'country_code': 'IND', 'abbreviation': 'GUP'}]}, {'id': 'sr:competitor:1050889', 'name': 'Cilekova, L / Rothensteiner, L', 'bracket_number': 11, 'abbreviation': 'C/R', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:726029', 'name': 'Rothensteiner, Liel', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'ROT'}, {'id': 'sr:competitor:965365', 'name': 'Cilekova, Laura', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'CIL'}]}]",,doubles,False,cup,,quarterfinal,"Monastir, Doubles Main, W-ITF-TUN-37A",sr:season:109555,"ITF Tunisia 37A, Women Doubles 2023",2023-08-29,2023-09-02,2023,sr:tournament:21838,sr:tournament:21838,"ITF Tunisia 37A, Women Doubles",sr:tournament:21834,sr:sport:5,Tennis,sr:category:213,ITF Femmes,doubles,women,,,,,,1.0,1.0,,,"{'id': 'sr:competitor:1050901', 'name': 'Gupta, A / Lanca, S', 'bracket_number': 10, 'abbreviation': 'G/L', 'qualifier': 'home', 'players': [{'id': 'sr:competitor:234158', 'name': 'Lanca, Sara', 'nationality': 'Portugal', 'country_code': 'PRT', 'abbreviation': 'LAN'}, {'id': 'sr:competitor:896185', 'name': 'Gupta, Aaddi', 'nationality': 'Inde', 'country_code': 'IND', 'abbreviation': 'GUP'}]}","{'id': 'sr:competitor:1050889', 'name': 'Cilekova, L / Rothensteiner, L', 'bracket_number': 11, 'abbreviation': 'C/R', 'qualifier': 'away', 'players': [{'id': 'sr:competitor:726029', 'name': 'Rothensteiner, Liel', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'ROT'}, {'id': 'sr:competitor:965365', 'name': 'Cilekova, Laura', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'CIL'}]}",sr:competitor:1050901,"Gupta, A / Lanca, S",,,G/L,,10.0,home,"[{'id': 'sr:competitor:234158', 'name': 'Lanca, Sara', 'nationality': 'Portugal', 'country_code': 'PRT', 'abbreviation': 'LAN'}, {'id': 'sr:competitor:896185', 'name': 'Gupta, Aaddi', 'nationality': 'Inde', 'country_code': 'IND', 'abbreviation': 'GUP'}]",sr:competitor:1050889,"Cilekova, L / Rothensteiner, L",,,C/R,,11.0,away,"[{'id': 'sr:competitor:726029', 'name': 'Rothensteiner, Liel', 'nationality': 'Autriche', 'country_code': 'AUT', 'abbreviation': 'ROT'}, {'id': 'sr:competitor:965365', 'name': 'Cilekova, Laura', 'nationality': 'Slovaquie', 'country_code': 'SVK', 'abbreviation': 'CIL'}]",,
